Driver,Team,Grid,Finish,Points,Season,Round,Race,Country,Location,EventDate,Winner,AverageLap,FastestLap,MedianLap,LapConsistency,CompletedLaps,AverageSector1,AverageSector2,AverageSector3,AverageTyreLife,NumberOfStints,AirTemp,TrackTemp,Humidity,Pressure,WindSpeed,Rainfall
PER,Red Bull Racing,16.0,18.0,0.0,2024,9,Canadian Grand Prix,Canada,Montréal,2024-06-09,0,92.368,78.819,89.598,10.43480065166556,52,26.78582352941177,29.444596153846152,36.00235294117647,10.403846153846153,3,17.797345132743363,24.569911504424784,73.38053097345133,996.1973451327435,1.169911504424779,True
LEC,Ferrari,11.0,19.0,0.0,2024,9,Canadian Grand Prix,Canada,Montréal,2024-06-09,0,96.0827,86.012,92.02199999999999,12.618823942926063,41,27.7403,30.022414634146337,37.903125,9.560975609756097,4,17.797345132743363,24.569911504424784,73.38053097345133,996.1973451327435,1.169911504424779,True
SAR,Williams,13.0,20.0,0.0,2024,9,Canadian Grand Prix,Canada,Montréal,2024-06-09,0,94.10952173913044,86.484,90.075,8.733487629232691,24,27.475,30.535608695652172,35.45060869565218,12.5,1,17.797345132743363,24.569911504424784,73.38053097345133,996.1973451327435,1.169911504424779,True
VER,Red Bull Racing,2.0,1.0,25.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,1,80.30646969696971,77.776,79.81,3.3308820232655725,66,24.175800000000002,32.059378787878785,24.02131818181818,12.651515151515152,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
NOR,McLaren,1.0,2.0,19.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.3400909090909,77.115,79.78999999999999,3.4099962135204462,66,24.023707692307692,32.14472727272727,24.11440909090909,12.469696969696969,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
HAM,Mercedes,3.0,3.0,15.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.57601515151515,77.809,79.997,3.2955980126989632,66,24.02723076923077,32.2649393939394,24.223015151515153,13.742424242424242,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
RUS,Mercedes,4.0,4.0,12.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.64465151515152,78.29,79.9995,3.651906859088715,66,24.178723076923077,32.24554545454545,24.1785,13.045454545454545,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
LEC,Ferrari,5.0,5.0,10.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.65054545454544,77.897,79.846,3.4561058975131504,66,24.04176923076923,32.302030303030314,24.24254545454545,12.469696969696969,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
SAI,Ferrari,6.0,6.0,8.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.77659090909091,78.539,80.05350000000001,3.4171222394436955,66,24.120123076923072,32.37895454545455,24.207969696969695,12.363636363636363,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
PIA,McLaren,9.0,7.0,6.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,80.81798484848485,77.874,79.92750000000001,3.6273837043009993,66,24.274292307692306,32.255272727272725,24.213818181818183,13.469696969696969,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
PER,Red Bull Racing,11.0,8.0,4.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.20834848484847,77.785,80.1645,4.041748968311097,66,24.524584615384615,32.2890606060606,24.313984848484846,11.06060606060606,4,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
GAS,Alpine,7.0,9.0,2.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.24624242424241,79.045,80.482,3.692811287063665,66,24.40936923076923,32.37612121212121,24.389969696969697,12.924242424242424,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
OCO,Alpine,8.0,10.0,1.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.39569696969697,78.982,80.751,3.369275461806162,66,24.355923076923077,32.48419696969697,24.478181818181817,13.106060606060606,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
HUL,Haas F1 Team,13.0,11.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.4309393939394,78.609,81.03,3.6803226609331534,66,24.407307692307686,32.57448484848485,24.36321212121212,12.651515151515152,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
ALO,Aston Martin,10.0,12.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.68806153846154,78.334,81.139,3.4831062639767176,65,24.41321875,32.70490769230769,24.484692307692306,12.261538461538462,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
ZHO,Kick Sauber,15.0,13.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.78004615384613,78.771,81.268,3.7933587748473694,65,24.476203124999998,32.68241538461538,24.52504615384615,13.430769230769231,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
STR,Aston Martin,14.0,14.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,81.93044615384615,79.318,81.3,3.660895839096155,65,24.578765625000003,32.73121538461538,24.531107692307693,12.569230769230769,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
RIC,RB,18.0,15.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.21964615384616,79.45,81.415,3.7659229256865494,65,24.57815625,32.858584615384615,24.67975384615385,11.738461538461538,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
BOT,Kick Sauber,12.0,16.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.36215384615384,79.608,81.601,3.437073429127102,65,24.660765625,32.903461538461535,24.710830769230768,14.96923076923077,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
MAG,Haas F1 Team,16.0,17.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.38484615384615,79.805,81.366,4.235102405162304,65,24.655328124999997,32.91304615384616,24.719030769230766,14.015384615384615,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
ALB,Williams,20.0,18.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.43655384615386,79.132,81.577,3.738816983814739,65,24.673546875,32.91761538461538,24.68178461538461,11.523076923076923,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
TSU,RB,17.0,19.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.52509230769232,79.447,81.553,4.310488479145508,65,24.824921875,32.869630769230774,24.739092307692307,9.23076923076923,4,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
SAR,Williams,19.0,20.0,0.0,2024,10,Spanish Grand Prix,Spain,Barcelona,2024-06-23,0,82.892078125,80.172,82.314,3.5522431424391487,64,24.816206349206347,33.03003125,24.945171875,12.1875,3,24.132467532467533,41.096103896103905,63.44155844155844,1001.3564935064935,2.1233766233766236,True
RUS,Mercedes,3.0,1.0,25.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,1,71.30701408450705,69.164,70.467,3.4325620647513757,71,18.092585714285715,31.84988732394366,21.328056338028173,12.366197183098592,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
PIA,McLaren,7.0,2.0,18.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,71.33385915492956,68.697,70.607,3.4465205737951954,71,18.189685714285712,31.74301408450705,21.34698591549296,12.47887323943662,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
SAI,Ferrari,4.0,3.0,15.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,71.37085915492958,69.282,70.509,3.463461622199777,71,18.195542857142858,31.669380281690145,21.463718309859154,12.366197183098592,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
HAM,Mercedes,5.0,4.0,12.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,71.63295774647887,69.562,70.677,3.5937583607321164,71,18.281700000000004,31.803676056338038,21.507619718309858,13.098591549295774,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
VER,Red Bull Racing,1.0,5.0,10.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,71.69085915492958,67.719,70.288,5.591279468436986,71,18.587899999999998,31.608028169014087,21.474169014084506,12.126760563380282,4,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
HUL,Haas F1 Team,9.0,6.0,8.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.06881690140845,70.215,71.192,3.4406554704003676,71,18.218442857142858,32.02245070422534,21.763957746478873,14.084507042253522,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
PER,Red Bull Racing,8.0,7.0,6.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.07704225352113,69.694,71.138,3.840466963559137,71,18.26131428571428,32.00128169014085,21.76253521126761,14.169014084507042,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
MAG,Haas F1 Team,12.0,8.0,4.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.15708450704226,70.125,71.273,3.3631404063399644,71,18.12317142857143,32.0947323943662,21.87107042253521,14.394366197183098,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
RIC,RB,11.0,9.0,2.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.16854929577465,70.426,71.376,3.4415351715217044,71,18.096928571428574,32.03446478873239,21.971253521126762,14.47887323943662,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
GAS,Alpine,13.0,10.0,1.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.17695774647886,69.609,71.343,3.454916386983378,71,18.13138571428572,32.11712676056339,21.85422535211268,12.647887323943662,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
LEC,Ferrari,6.0,11.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.25146478873239,69.584,70.622,5.274202157214968,71,18.690685714285717,31.87261971830986,21.63567605633803,11.169014084507042,5,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
OCO,Alpine,10.0,12.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.26933802816902,69.649,71.478,3.513661394954037,71,18.251257142857146,32.24209859154929,21.71481690140845,12.619718309859154,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
STR,Aston Martin,17.0,13.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.4718857142857,70.143,71.539,3.5842592044550154,70,18.19333333333333,32.36731428571428,21.831957142857142,13.014285714285714,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
TSU,RB,14.0,14.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.51347142857144,70.318,71.5655,3.8247736533253627,70,18.404869565217393,32.14032857142857,21.897400000000005,12.257142857142858,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
ALB,Williams,16.0,15.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.48091428571426,70.364,71.535,3.6591151925768313,70,18.29472463768116,32.27232857142857,21.83857142857143,13.6,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
BOT,Kick Sauber,18.0,16.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.6024714285714,70.449,71.64750000000001,3.6795129235055435,70,18.433463768115942,32.237228571428574,21.85648571428572,12.457142857142857,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
ZHO,Kick Sauber,20.0,17.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,72.96685714285714,70.47,72.009,3.6725593148817963,70,18.551391304347824,32.33914285714287,21.921914285714283,12.457142857142857,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
ALO,Aston Martin,15.0,18.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,73.00654285714288,67.694,71.53800000000001,5.107673592460873,70,18.713652173913044,32.287971428571424,21.939585714285716,14.571428571428571,4,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
SAR,Williams,19.0,19.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,73.46531884057971,70.406,72.051,5.030344165786021,69,18.80430882352941,32.45440579710145,22.132826086956523,14.057971014492754,4,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
NOR,McLaren,2.0,20.0,0.0,2024,11,Austrian Grand Prix,Austria,Spielberg,2024-06-30,0,71.73521875,68.016,70.4175,6.9128162787513645,64,18.091158730158728,31.709218749999998,21.89396875,12.078125,3,29.42587412587413,46.420979020979026,35.00699300699301,932.862937062937,1.667832167832168,True
HAM,Mercedes,2.0,1.0,25.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,1,95.13575,89.438,91.731,6.837995927815659,52,31.042215686274506,38.106730769230765,25.952096153846153,10.826923076923077,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
VER,Red Bull Racing,4.0,2.0,18.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,95.16392307692308,88.952,92.09049999999999,6.7026569851539834,52,31.038823529411765,38.049942307692305,26.036903846153844,10.26923076923077,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
NOR,McLaren,3.0,3.0,15.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,95.28088461538461,89.262,91.976,6.543680656591133,52,31.02278431372549,38.23286538461538,25.980173076923077,11.01923076923077,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
PIA,McLaren,5.0,4.0,12.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,95.37476923076922,88.748,91.926,7.334520069614897,52,30.996254901960793,38.243634615384615,26.085846153846155,10.884615384615385,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
SAI,Ferrari,7.0,5.0,11.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.04571153846155,88.293,92.4695,7.163074179391982,52,31.46401960784313,38.43392307692308,26.09951923076924,9.942307692307692,4,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
HUL,Haas F1 Team,6.0,6.0,8.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.20732692307693,89.836,92.7505,6.797009624254046,52,31.144803921568627,38.72838461538461,26.255346153846155,11.0,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
STR,Aston Martin,8.0,7.0,6.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.22361538461536,89.897,93.015,6.872325767672366,52,31.139117647058825,38.673115384615386,26.34584615384616,10.25,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
ALO,Aston Martin,10.0,8.0,4.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.35838461538461,89.71,92.7265,7.410280702137036,52,31.204803921568622,38.73851923076923,26.333634615384614,10.557692307692308,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
ALB,Williams,9.0,9.0,2.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.45088461538461,89.718,93.0795,7.605862008239837,52,31.318941176470585,38.72523076923077,26.318096153846156,10.557692307692308,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
TSU,RB,13.0,10.0,1.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.66080769230767,90.229,93.13499999999999,7.097897476699955,52,31.23749019607843,38.907096153846155,26.433038461538466,10.557692307692308,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
SAR,Williams,12.0,11.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.84651923076922,89.972,93.229,7.444235644641849,52,31.467745098039217,38.89671153846153,26.40044230769231,10.557692307692308,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
MAG,Haas F1 Team,17.0,12.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.86946153846154,90.093,93.2685,7.832914884430125,52,31.323294117647055,38.99425,26.44086538461539,10.634615384615385,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
RIC,RB,15.0,13.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,97.196,90.735,93.709,7.214845392660885,51,31.381259999999997,39.1621568627451,26.55427450980392,10.235294117647058,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
LEC,Ferrari,11.0,14.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,97.79474509803921,89.748,92.858,8.425745452701827,51,32.05014,39.21841176470588,26.470411764705887,7.568627450980392,4,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
BOT,Kick Sauber,16.0,15.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,97.82117647058824,91.277,94.076,7.597499832723611,51,31.601660000000003,39.42464705882353,26.68360784313726,10.235294117647058,3,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
OCO,Alpine,18.0,16.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,99.15482000000002,90.875,95.70949999999999,8.32105901739799,50,32.62655102040816,39.47384,26.97302,7.28,5,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
PER,Red Bull Racing,20.0,17.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,99.30127999999999,89.707,94.53,9.374650656979608,50,32.69887755102041,39.526900000000005,26.85376,6.82,5,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
ZHO,Kick Sauber,14.0,18.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,100.0307,91.014,96.0755,9.213346745624092,50,33.153510204081634,39.85396,26.959099999999992,6.08,5,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
RUS,Mercedes,1.0,19.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,96.11142424242425,91.298,91.799,7.15175211062953,33,31.11746875,38.43463636363636,26.516333333333332,12.090909090909092,2,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
GAS,Alpine,19.0,20.0,0.0,2024,12,British Grand Prix,United Kingdom,Silverstone,2024-07-07,0,,,,,1,,,,1.0,1,15.77074829931973,27.670068027210885,67.33333333333333,992.1265306122449,1.3482993197278912,True
PIA,McLaren,2.0,1.0,25.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,1,84.02841428571428,81.716,83.6815,3.2790359067954453,70,30.520782608695647,29.76595714285714,23.69757142857143,13.342857142857143,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
NOR,McLaren,1.0,2.0,18.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.059,81.712,83.721,3.1206958486385923,70,30.61120289855073,29.69647142857143,23.68857142857143,13.385714285714286,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
HAM,Mercedes,5.0,3.0,15.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.24098571428571,82.153,83.41,3.110215559391329,70,30.594739130434785,29.874971428571428,23.706628571428578,12.871428571428572,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
LEC,Ferrari,6.0,4.0,12.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.30964285714286,82.182,83.38300000000001,3.248722625384841,70,30.520710144927538,29.839514285714287,23.881700000000002,12.771428571428572,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
VER,Red Bull Racing,3.0,5.0,10.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.3334,80.908,83.90299999999999,3.1285966081027268,70,30.551028985507248,30.004942857142858,23.72174285714286,12.4,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
SAI,Ferrari,4.0,6.0,8.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.35802857142858,81.441,83.774,3.3089985216925,70,30.60317391304348,29.917514285714287,23.762885714285712,12.257142857142858,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
PER,Red Bull Racing,16.0,7.0,6.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.59687142857143,81.096,83.876,3.667621185065718,70,30.45363768115942,30.24274285714286,23.79288571428571,12.457142857142857,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
RUS,Mercedes,17.0,8.0,5.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,84.63367142857143,80.305,84.64699999999999,3.3921642816444773,70,30.578304347826084,30.079057142857145,23.87272857142857,13.2,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
TSU,RB,10.0,9.0,2.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.1321142857143,83.533,84.58699999999999,2.5285506677745473,70,30.574550724637678,30.513085714285715,23.953985714285714,18.514285714285716,2,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
STR,Aston Martin,8.0,10.0,1.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.14235714285715,82.338,84.5455,3.53170973102598,70,30.621695652173912,30.44572857142857,23.997785714285712,14.628571428571428,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
ALO,Aston Martin,7.0,11.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.20641428571429,83.063,84.65899999999999,3.2021862843677535,70,30.736681159420286,30.45680000000001,23.943528571428576,16.15714285714286,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
RIC,RB,9.0,12.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.50598550724636,82.64,85.145,3.250541658449602,69,30.73129411764706,30.602318840579702,24.089971014492754,16.231884057971016,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
HUL,Haas F1 Team,11.0,13.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.72714492753624,83.461,85.022,3.3654998417128903,69,30.810676470588238,30.675913043478268,24.146637681159422,17.405797101449274,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
ALB,Williams,13.0,14.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.77910144927534,83.93,84.98,3.3245087790393386,69,30.975514705882347,30.64814492753623,24.080246376811594,16.18840579710145,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
MAG,Haas F1 Team,15.0,15.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.90276811594204,83.553,85.413,3.353462815837348,69,30.883470588235294,30.6483768115942,24.288289855072463,15.318840579710145,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
BOT,Kick Sauber,12.0,16.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,85.9043188405797,82.792,85.395,3.3536315412538618,69,30.894338235294118,30.714695652173912,24.205478260869562,12.855072463768115,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
SAR,Williams,14.0,17.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,86.00840579710143,80.561,85.427,3.9198058449773807,69,31.120514705882357,30.594623188405805,24.18386956521739,12.27536231884058,4,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
OCO,Alpine,19.0,18.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,86.12924637681158,81.61,85.239,3.885641189445016,69,31.037852941176464,30.713130434782617,24.28226086956522,13.492753623188406,4,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
ZHO,Kick Sauber,18.0,19.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,86.16792753623189,83.487,85.524,3.529242621295099,69,31.058191176470594,30.764492753623195,24.24008695652174,14.942028985507246,3,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
GAS,Alpine,20.0,20.0,0.0,2024,13,Hungarian Grand Prix,Hungary,Budapest,2024-07-21,0,86.6440909090909,83.34,85.728,3.650426193984379,33,30.90409375,31.064212121212126,24.369848484848486,12.757575757575758,2,28.82387096774194,44.91612903225806,46.92258064516129,981.6767741935486,1.2496774193548386,False
HAM,Mercedes,3.0,1.0,25.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,1,109.0355909090909,106.653,108.034,3.507505118219222,44,31.923,47.70977272727273,29.35979545454546,8.113636363636363,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
PIA,McLaren,5.0,2.0,18.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.05029545454545,105.84,108.17699999999999,3.480904216793459,44,31.628000000000004,48.117409090909085,29.248136363636366,8.204545454545455,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
LEC,Ferrari,1.0,3.0,15.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.21793181818181,107.013,108.3,3.2954481743249633,44,31.936953488372087,47.875840909090904,29.365568181818173,8.159090909090908,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
